base_yaw,shoulder,elbow,wrist_pitch,wrist_roll,gripper
0.005381,0.008072,-0.006727,-0.004036,0.000000,0.009417
0.005439,0.008159,-0.006799,-0.004080,0.000000,0.009519
0.005498,0.008247,-0.006872,-0.004123,0.000000,0.009621
0.005556,0.008335,-0.006946,-0.004167,0.000000,0.009724
0.005615,0.008423,-0.007019,-0.004212,0.000000,0.009827
0.005675,0.008512,-0.007093,-0.004256,0.000000,0.009931
0.005734,0.008602,-0.007168,-0.004301,0.000000,0.010035
0.005794,0.008691,-0.007243,-0.004346,0.000000,0.010140
0.005855,0.008782,-0.007318,-0.004391,0.000000,0.010245
0.005915,0.008873,-0.007394,-0.004436,0.000000,0.010351
0.005976,0.008964,-0.007470,-0.004482,0.000000,0.010458
0.006037,0.009056,-0.007546,-0.004528,0.000000,0.010565
0.006098,0.009148,-0.007623,-0.004574,0.000000,0.010672
0.006160,0.009240,-0.007700,-0.004620,0.000000,0.010780
0.006222,0.009333,-0.007778,-0.004667,0.000000,0.010889
0.006285,0.009427,-0.007856,-0.004713,0.000000,0.010998
0.006347,0.009521,-0.007934,-0.004760,0.000000,0.011108
0.006410,0.009615,-0.008013,-0.004808,0.000000,0.011218
0.006474,0.009710,-0.008092,-0.004855,0.000000,0.011329
0.006537,0.009806,-0.008171,-0.004903,0.000000,0.011440
0.006601,0.009902,-0.008251,-0.004951,0.000000,0.011552
0.006665,0.009998,-0.008332,-0.004999,0.000000,0.011664
0.006730,0.010095,-0.008412,-0.005047,0.000000,0.011777
0.006795,0.010192,-0.008493,-0.005096,0.000000,0.011890
0.006860,0.010289,-0.008575,-0.005145,0.000000,0.012004
0.006925,0.010388,-0.008656,-0.005194,0.000000,0.012119
0.006991,0.010486,-0.008738,-0.005243,0.000000,0.012234
0.007057,0.010585,-0.008821,-0.005293,0.000000,0.012349
0.007123,0.010685,-0.008904,-0.005342,0.000000,0.012465
0.007190,0.010785,-0.008987,-0.005392,0.000000,0.012582
0.007257,0.010885,-0.009071,-0.005443,0.000000,0.012699
0.007324,0.010986,-0.009155,-0.005493,0.000000,0.012817
0.007392,0.011087,-0.009239,-0.005544,0.000000,0.012935
0.007459,0.011189,-0.009324,-0.005595,0.000000,0.013054
0.007528,0.011291,-0.009409,-0.005646,0.000000,0.013173
0.007596,0.011394,-0.009495,-0.005697,0.000000,0.013293
0.007665,0.011497,-0.009581,-0.005749,0.000000,0.013413
0.007734,0.011601,-0.009667,-0.005800,0.000000,0.013534
0.007803,0.011705,-0.009754,-0.005852,0.000000,0.013656
0.007873,0.011809,-0.009841,-0.005905,0.000000,0.013778
0.007943,0.011914,-0.009929,-0.005957,0.000000,0.013900
0.008013,0.012020,-0.010016,-0.006010,0.000000,0.014023
0.008084,0.012126,-0.010105,-0.006063,0.000000,0.014146
0.008155,0.012232,-0.010193,-0.006116,0.000000,0.014271
0.008226,0.012339,-0.010282,-0.006169,0.000000,0.014395
0.008297,0.012446,-0.010372,-0.006223,0.000000,0.014520
0.008369,0.012554,-0.010461,-0.006277,0.000000,0.014646
0.008441,0.012662,-0.010551,-0.006331,0.000000,0.014772
0.008514,0.012770,-0.010642,-0.006385,0.000000,0.014899
0.008586,0.012879,-0.010733,-0.006440,0.000000,0.015026
0.008659,0.012989,-0.010824,-0.006494,0.000000,0.015154
0.008733,0.013099,-0.010916,-0.006549,0.000000,0.015282
0.008806,0.013209,-0.011008,-0.006605,0.000000,0.015411
0.008880,0.013320,-0.011100,-0.006660,0.000000,0.015540
0.008954,0.013432,-0.011193,-0.006716,0.000000,0.015670
0.009029,0.013543,-0.011286,-0.006772,0.000000,0.015801
0.009104,0.013656,-0.011380,-0.006828,0.000000,0.015931
0.009179,0.013768,-0.011474,-0.006884,0.000000,0.016063
0.009254,0.013881,-0.011568,-0.006941,0.000000,0.016195
0.009330,0.013995,-0.011662,-0.006997,0.000000,0.016327
0.009406,0.014109,-0.011757,-0.007054,0.000000,0.016460
0.009482,0.014223,-0.011853,-0.007112,0.000000,0.016594
0.009559,0.014338,-0.011949,-0.007169,0.000000,0.016728
0.009636,0.014454,-0.012045,-0.007227,0.000000,0.016863
0.009713,0.014570,-0.012141,-0.007285,0.000000,0.016998
0.009791,0.014686,-0.012238,-0.007343,0.000000,0.017134
0.009868,0.014803,-0.012336,-0.007401,0.000000,0.017270
0.009947,0.014920,-0.012433,-0.007460,0.000000,0.017407
0.010025,0.015038,-0.012531,-0.007519,0.000000,0.017544
0.010104,0.015156,-0.012630,-0.007578,0.000000,0.017682
0.010183,0.015274,-0.012728,-0.007637,0.000000,0.017820
0.010262,0.015393,-0.012828,-0.007697,0.000000,0.017959
0.010342,0.015513,-0.012927,-0.007756,0.000000,0.018098
0.010422,0.015633,-0.013027,-0.007816,0.000000,0.018238
0.010502,0.015753,-0.013127,-0.007876,0.000000,0.018378
0.010582,0.015874,-0.013228,-0.007937,0.000000,0.018519
0.010663,0.015995,-0.013329,-0.007997,0.000000,0.018661
0.010744,0.016117,-0.013430,-0.008058,0.000000,0.018803
0.010826,0.016239,-0.013532,-0.008119,0.000000,0.018945
0.010908,0.016361,-0.013634,-0.008181,0.000000,0.019088
0.010990,0.016484,-0.013737,-0.008242,0.000000,0.019232
0.011072,0.016608,-0.013840,-0.008304,0.000000,0.019376
0.011155,0.016732,-0.013943,-0.008366,0.000000,0.019520
0.011237,0.016856,-0.014047,-0.008428,0.000000,0.019665
0.011321,0.016981,-0.014151,-0.008490,0.000000,0.019811
0.011404,0.017106,-0.014255,-0.008553,0.000000,0.019957
0.011488,0.017232,-0.014360,-0.008616,0.000000,0.020104
0.011572,0.017358,-0.014465,-0.008679,0.000000,0.020251
0.011656,0.017485,-0.014571,-0.008742,0.000000,0.020399
0.011741,0.017612,-0.014676,-0.008806,0.000000,0.020547
0.011826,0.017739,-0.014783,-0.008870,0.000000,0.020696
0.011911,0.017867,-0.014889,-0.008934,0.000000,0.020845
0.011997,0.017996,-0.014996,-0.008998,0.000000,0.020995
0.012083,0.018124,-0.015104,-0.009062,0.000000,0.021145
0.012169,0.018254,-0.015211,-0.009127,0.000000,0.021296
0.012256,0.018383,-0.015320,-0.009192,0.000000,0.021447
0.012342,0.018514,-0.015428,-0.009257,0.000000,0.021599
0.012430,0.018644,-0.015537,-0.009322,0.000000,0.021752
0.012517,0.018775,-0.015646,-0.009388,0.000000,0.021905
0.012605,0.018907,-0.015756,-0.009453,0.000000,0.022058
0.012693,0.019039,-0.015866,-0.009519,0.000000,0.022212
0.012781,0.019171,-0.015976,-0.009586,0.000000,0.022366
0.012869,0.019304,-0.016087,-0.009652,0.000000,0.022521
0.012958,0.019437,-0.016198,-0.009719,0.000000,0.022677
0.013047,0.019571,-0.016309,-0.009786,0.000000,0.022833
0.013137,0.019705,-0.016421,-0.009853,0.000000,0.022989
0.013227,0.019840,-0.016533,-0.009920,0.000000,0.023146
0.013317,0.019975,-0.016646,-0.009987,0.000000,0.023304
0.013407,0.020110,-0.016759,-0.010055,0.000000,0.023462
0.013498,0.020246,-0.016872,-0.010123,0.000000,0.023621
0.013588,0.020383,-0.016986,-0.010191,0.000000,0.023780
0.013680,0.020520,-0.017100,-0.010260,0.000000,0.023939
0.013771,0.020657,-0.017214,-0.010328,0.000000,0.024100
0.013863,0.020794,-0.017329,-0.010397,0.000000,0.024260
0.013955,0.020933,-0.017444,-0.010466,0.000000,0.024421
0.014047,0.021071,-0.017559,-0.010536,0.000000,0.024583
0.014140,0.021210,-0.017675,-0.010605,0.000000,0.024745
0.014233,0.021350,-0.017791,-0.010675,0.000000,0.024908
0.014326,0.021490,-0.017908,-0.010745,0.000000,0.025071
0.014420,0.021630,-0.018025,-0.010815,0.000000,0.025235
0.014514,0.021771,-0.018142,-0.010885,0.000000,0.025399
0.014608,0.021912,-0.018260,-0.010956,0.000000,0.025564
0.014702,0.022054,-0.018378,-0.011027,0.000000,0.025729
0.014797,0.022196,-0.018496,-0.011098,0.000000,0.025895
0.014892,0.022338,-0.018615,-0.011169,0.000000,0.026061
0.014988,0.022481,-0.018734,-0.011241,0.000000,0.026228
0.015083,0.022625,-0.018854,-0.011312,0.000000,0.026395
0.015179,0.022769,-0.018974,-0.011384,0.000000,0.026563
0.015275,0.022913,-0.019094,-0.011456,0.000000,0.026732
0.015372,0.023058,-0.019215,-0.011529,0.000000,0.026901
0.015469,0.023203,-0.019336,-0.011601,0.000000,0.027070
0.015566,0.023348,-0.019457,-0.011674,0.000000,0.027240
0.015663,0.023494,-0.019579,-0.011747,0.000000,0.027410
0.015761,0.023641,-0.019701,-0.011820,0.000000,0.027581
0.015859,0.023788,-0.019823,-0.011894,0.000000,0.027752
0.015957,0.023935,-0.019946,-0.011968,0.000000,0.027924
0.016055,0.024083,-0.020069,-0.012041,0.000000,0.028097
0.016154,0.024231,-0.020193,-0.012116,0.000000,0.028270
0.016253,0.024380,-0.020317,-0.012190,0.000000,0.028443
0.016353,0.024529,-0.020441,-0.012264,0.000000,0.028617
0.016452,0.024678,-0.020565,-0.012339,0.000000,0.028792
0.016552,0.024828,-0.020690,-0.012414,0.000000,0.028967
0.016653,0.024979,-0.020816,-0.012489,0.000000,0.029142
0.016753,0.025130,-0.020941,-0.012565,0.000000,0.029318
0.016854,0.025281,-0.021067,-0.012640,0.000000,0.029494
0.016955,0.025433,-0.021194,-0.012716,0.000000,0.029671
0.017057,0.025585,-0.021321,-0.012792,0.000000,0.029849
0.017158,0.025737,-0.021448,-0.012869,0.000000,0.030027
0.017260,0.025890,-0.021575,-0.012945,0.000000,0.030205
0.017363,0.026044,-0.021703,-0.013022,0.000000,0.030384
0.017465,0.026198,-0.021831,-0.013099,0.000000,0.030564
0.017568,0.026352,-0.021960,-0.013176,0.000000,0.030744
0.017671,0.026507,-0.022089,-0.013253,0.000000,0.030925
0.017775,0.026662,-0.022218,-0.013331,0.000000,0.031106
0.017878,0.026817,-0.022348,-0.013409,0.000000,0.031287
0.017982,0.026974,-0.022478,-0.013487,0.000000,0.031469
0.018087,0.027130,-0.022608,-0.013565,0.000000,0.031652
0.018191,0.027287,-0.022739,-0.013643,0.000000,0.031835
0.018296,0.027444,-0.022870,-0.013722,0.000000,0.032018
0.018401,0.027602,-0.023002,-0.013801,0.000000,0.032202
0.018507,0.027760,-0.023133,-0.013880,0.000000,0.032387
0.018613,0.027919,-0.023266,-0.013959,0.000000,0.032572
0.018719,0.028078,-0.023398,-0.014039,0.000000,0.032757
0.018825,0.028237,-0.023531,-0.014119,0.000000,0.032943
0.018931,0.028397,-0.023664,-0.014199,0.000000,0.033130
0.019038,0.028558,-0.023798,-0.014279,0.000000,0.033317
0.019146,0.028718,-0.023932,-0.014359,0.000000,0.033505
0.019253,0.028879,-0.024066,-0.014440,0.000000,0.033693
0.019361,0.029041,-0.024201,-0.014521,0.000000,0.033881
0.019469,0.029203,-0.024336,-0.014602,0.000000,0.034070
0.019577,0.029366,-0.024471,-0.014683,0.000000,0.034260
0.019686,0.029528,-0.024607,-0.014764,0.000000,0.034450
0.019795,0.029692,-0.024743,-0.014846,0.000000,0.034640
0.019904,0.029856,-0.024880,-0.014928,0.000000,0.034831
0.020013,0.030020,-0.025016,-0.015010,0.000000,0.035023
0.020123,0.030184,-0.025154,-0.015092,0.000000,0.035215
0.020233,0.030349,-0.025291,-0.015175,0.000000,0.035408
0.020343,0.030515,-0.025429,-0.015257,0.000000,0.035601
0.020454,0.030681,-0.025567,-0.015340,0.000000,0.035794
0.020565,0.030847,-0.025706,-0.015424,0.000000,0.035988
0.020676,0.031014,-0.025845,-0.015507,0.000000,0.036183
0.020787,0.031181,-0.025984,-0.015590,0.000000,0.036378
0.020899,0.031349,-0.026124,-0.015674,0.000000,0.036573
0.021011,0.031517,-0.026264,-0.015758,0.000000,0.036769
0.021123,0.031685,-0.026404,-0.015842,0.000000,0.036966
0.021236,0.031854,-0.026545,-0.015927,0.000000,0.037163
0.021349,0.032023,-0.026686,-0.016012,0.000000,0.037360
0.021462,0.032193,-0.026827,-0.016096,0.000000,0.037558
0.021575,0.032363,-0.026969,-0.016181,0.000000,0.037757
0.021689,0.032533,-0.027111,-0.016267,0.000000,0.037956
0.021803,0.032704,-0.027254,-0.016352,0.000000,0.038155
0.021917,0.032876,-0.027397,-0.016438,0.000000,0.038355
0.022032,0.033048,-0.027540,-0.016524,0.000000,0.038556
0.022147,0.033220,-0.027683,-0.016610,0.000000,0.038757
0.022262,0.033393,-0.027827,-0.016696,0.000000,0.038958
0.022377,0.033566,-0.027971,-0.016783,0.000000,0.039160
0.022493,0.033739,-0.028116,-0.016870,0.000000,0.039362
0.022609,0.033913,-0.028261,-0.016957,0.000000,0.039565
0.022725,0.034087,-0.028406,-0.017044,0.000000,0.039769
0.022841,0.034262,-0.028552,-0.017131,0.000000,0.039973
0.022958,0.034437,-0.028698,-0.017219,0.000000,0.040177
0.023075,0.034613,-0.028844,-0.017306,0.000000,0.040382
0.023193,0.034789,-0.028991,-0.017394,0.000000,0.040587
0.023310,0.034965,-0.029138,-0.017483,0.000000,0.040793
0.023428,0.035142,-0.029285,-0.017571,0.000000,0.040999
0.023546,0.035320,-0.029433,-0.017660,0.000000,0.041206
0.023665,0.035497,-0.029581,-0.017749,0.000000,0.041413
0.023784,0.035675,-0.029729,-0.017838,0.000000,0.041621
0.023903,0.035854,-0.029878,-0.017927,0.000000,0.041830
0.024022,0.036033,-0.030027,-0.018016,0.000000,0.042038
0.024141,0.036212,-0.030177,-0.018106,0.000000,0.042248
0.024261,0.036392,-0.030327,-0.018196,0.000000,0.042457
0.024381,0.036572,-0.030477,-0.018286,0.000000,0.042668
0.024502,0.036753,-0.030627,-0.018376,0.000000,0.042878
0.024623,0.036934,-0.030778,-0.018467,0.000000,0.043089
0.024744,0.037115,-0.030929,-0.018558,0.000000,0.043301
0.024865,0.037297,-0.031081,-0.018649,0.000000,0.043513
0.024986,0.037479,-0.031233,-0.018740,0.000000,0.043726
0.025108,0.037662,-0.031385,-0.018831,0.000000,0.043939
0.025230,0.037845,-0.031538,-0.018923,0.000000,0.044153
0.025352,0.038029,-0.031691,-0.019014,0.000000,0.044367
0.025475,0.038213,-0.031844,-0.019106,0.000000,0.044581
0.025598,0.038397,-0.031997,-0.019198,0.000000,0.044796
0.025721,0.038582,-0.032151,-0.019291,0.000000,0.045012
0.025845,0.038767,-0.032306,-0.019383,0.000000,0.045228
0.025968,0.038952,-0.032460,-0.019476,0.000000,0.045445
0.026092,0.039138,-0.032615,-0.019569,0.000000,0.045662
0.026217,0.039325,-0.032771,-0.019662,0.000000,0.045879
0.026341,0.039512,-0.032926,-0.019756,0.000000,0.046097
0.026466,0.039699,-0.033082,-0.019849,0.000000,0.046315
0.026591,0.039887,-0.033239,-0.019943,0.000000,0.046534
0.026716,0.040075,-0.033396,-0.020037,0.000000,0.046754
0.026842,0.040263,-0.033553,-0.020132,0.000000,0.046974
0.026968,0.040452,-0.033710,-0.020226,0.000000,0.047194
0.027094,0.040641,-0.033868,-0.020321,0.000000,0.047415
0.027221,0.040831,-0.034026,-0.020415,0.000000,0.047636
0.027347,0.041021,-0.034184,-0.020511,0.000000,0.047858
0.027474,0.041212,-0.034343,-0.020606,0.000000,0.048080
0.027602,0.041402,-0.034502,-0.020701,0.000000,0.048303
0.027729,0.041594,-0.034662,-0.020797,0.000000,0.048526
0.027857,0.041786,-0.034821,-0.020893,0.000000,0.048750
0.027985,0.041978,-0.034981,-0.020989,0.000000,0.048974
0.028113,0.042170,-0.035142,-0.021085,0.000000,0.049199
0.028242,0.042363,-0.035303,-0.021182,0.000000,0.049424
0.028371,0.042557,-0.035464,-0.021278,0.000000,0.049649
0.028500,0.042750,-0.035625,-0.021375,0.000000,0.049875
0.028630,0.042945,-0.035787,-0.021472,0.000000,0.050102
0.028759,0.043139,-0.035949,-0.021570,0.000000,0.050329
0.028889,0.043334,-0.036112,-0.021667,0.000000,0.050556
0.029020,0.043529,-0.036275,-0.021765,0.000000,0.050784
